name,accuracy,precision,recall,f1,auc,train_time_s,comm_kib,data_in_clear,updates_in_clear,tamper_evident,poisoning_defense,notes
Only FL (noisy H1),0.8152173913043478,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8908417025346724,0.03522720000000845,0.0,False,True,False,False,H1 has 30% label noise
Firdaus (noisy H1),0.8043478260869565,0.8367346938775511,0.803921568627451,0.82,0.8922764227642276,1.8152884999999515,0.0,False,False,True,False,"accepted=110, rej_acc=10"
Hybrid Q-Weighted (noisy H1),0.8043478260869565,0.8367346938775511,0.803921568627451,0.82,0.8920373027259685,2.0754961000002368,0.0,False,False,True,True,"accepted=110, beta=4.0"
Only FL (noisy H1),0.8043478260869565,0.7796610169491526,0.9019607843137255,0.8363636363636363,0.8910808225729316,0.021525400000427908,0.0,False,True,False,False,H1 has 30% label noise
Firdaus (noisy H1),0.7880434782608695,0.7692307692307693,0.8823529411764706,0.821917808219178,0.8796030607364898,1.4663871000002473,0.0,False,False,True,False,"accepted=120, rej_acc=0"
Hybrid Q-Weighted (noisy H1),0.7989130434782609,0.782608695652174,0.8823529411764706,0.8294930875576036,0.8796030607364898,1.7599749000000884,0.0,False,False,True,True,"accepted=120, beta=4.0"
Only FL (noisy H1),0.8097826086956522,0.8252427184466019,0.8333333333333334,0.8292682926829268,0.8874940219990435,0.03764359999968292,0.0,False,True,False,False,H1 has 30% label noise
Firdaus (noisy H1),0.8043478260869565,0.8113207547169812,0.8431372549019608,0.8269230769230769,0.8861788617886178,1.5008837999994284,0.0,False,False,True,False,"accepted=120, rej_acc=0"
Hybrid Q-Weighted (noisy H1),0.8043478260869565,0.8113207547169812,0.8431372549019608,0.8269230769230769,0.8861788617886178,1.3987224999991668,0.0,False,False,True,True,"accepted=120, beta=4.0"
